Формат имени чертежа: <task_id>_<класс>.svg
Пример: f2_560_5.svg = задача f2_560 (класс 5).
Суффикс после последнего "_" — это КЛАСС, не часть id.

task_id	класс	файл_чертежа
f2_17886	11	f2_17886_11.svg
f2_17887	11	f2_17887_11.svg
f2_17888	11	f2_17888_11.svg
f2_17889	11	f2_17889_11.svg
f2_17890	11	f2_17890_11.svg
f2_17891	11	f2_17891_11.svg
f2_17892	11	f2_17892_11.svg
f2_17893	11	f2_17893_11.svg
f2_17894	11	f2_17894_11.svg
f2_17895	11	f2_17895_11.svg
f2_17896	11	f2_17896_11.svg
f2_17897	11	f2_17897_11.svg
f2_17898	11	f2_17898_11.svg
f2_17899	11	f2_17899_11.svg
f2_17900	11	f2_17900_11.svg
f2_17901	11	f2_17901_11.svg
f2_17902	11	f2_17902_11.svg
f2_17903	11	f2_17903_11.svg
f2_17904	11	f2_17904_11.svg
f2_17905	11	f2_17905_11.svg
f2_17906	11	f2_17906_11.svg
f2_17907	11	f2_17907_11.svg
f2_17908	11	f2_17908_11.svg
f2_17909	11	f2_17909_11.svg
f2_17910	11	f2_17910_11.svg
f2_17911	11	f2_17911_11.svg
f2_17912	11	f2_17912_11.svg
f2_17913	11	f2_17913_11.svg
f2_17914	11	f2_17914_11.svg
f2_17915	11	f2_17915_11.svg
f2_17916	11	f2_17916_11.svg
f2_17917	11	f2_17917_11.svg
f2_17918	11	f2_17918_11.svg
f2_17919	11	f2_17919_11.svg
f2_19181	11	f2_19181_11.svg
f2_19182	11	(НЕТ ЧЕРТЕЖА)
f2_19183	11	f2_19183_11.svg
f2_19189	11	f2_19189_11.svg
f2_19190	11	f2_19190_11.svg
f2_19194	11	f2_19194_11.svg
f2_19197	11	f2_19197_11.svg
f2_19199	11	f2_19199_11.svg
f2_19202	11	f2_19202_11.svg
f2_19203	11	f2_19203_11.svg
f2_19204	11	f2_19204_11.svg
f2_19205	11	f2_19205_11.svg
f2_19206	11	f2_19206_11.svg
f2_19209	11	f2_19209_11.svg
f2_19211	11	f2_19211_11.svg
f2_19212	11	f2_19212_11.svg
f2_19213	11	f2_19213_11.svg
f2_19214	11	f2_19214_11.svg
f2_19215	11	f2_19215_11.svg
f2_19218	11	f2_19218_11.svg
f2_19219	11	f2_19219_11.svg
f2_19220	11	f2_19220_11.svg
f2_19221	11	f2_19221_11.svg
f2_19222	11	f2_19222_11.svg
f2_19223	11	f2_19223_11.svg
f2_19225	11	f2_19225_11.svg
f2_19226	11	f2_19226_11.svg
f2_19227	11	f2_19227_11.svg
f2_19229	11	f2_19229_11.svg
f2_19231	11	f2_19231_11.svg
f2_19233	11	f2_19233_11.svg
f2_19234	11	f2_19234_11.svg
f2_19235	11	f2_19235_11.svg
f2_19236	11	f2_19236_11.svg
f2_19237	11	f2_19237_11.svg
f2_19238	11	f2_19238_11.svg
f2_19239	11	f2_19239_11.svg
f2_19242	11	f2_19242_11.svg
f2_19244	11	f2_19244_11.svg
f2_19245	11	f2_19245_11.svg
f2_19246	11	f2_19246_11.svg
f2_19247	11	f2_19247_11.svg
f2_19249	11	f2_19249_11.svg
f2_19285	11	f2_19285_11.svg
f2_19286	11	f2_19286_11.svg
f2_19287	11	f2_19287_11.svg
f2_19288	11	f2_19288_11.svg
f2_19290	11	f2_19290_11.svg
f2_19291	11	f2_19291_11.svg
f2_19292	11	f2_19292_11.svg
f2_19293	11	f2_19293_11.svg
f2_19294	11	f2_19294_11.svg
f2_19295	11	f2_19295_11.svg
f2_19296	11	(НЕТ ЧЕРТЕЖА)
f2_19297	11	f2_19297_11.svg
f2_19298	11	f2_19298_11.svg
f2_19299	11	f2_19299_11.svg
f2_19300	11	f2_19300_11.svg
f2_19301	11	f2_19301_11.svg
f2_19302	11	f2_19302_11.svg
f2_19303	11	f2_19303_11.svg
f2_19304	11	f2_19304_11.svg
f2_19305	11	f2_19305_11.svg
f2_19306	11	f2_19306_11.svg
f2_19307	11	f2_19307_11.svg
f2_19308	11	f2_19308_11.svg
f2_19309	11	f2_19309_11.svg
f2_19310	11	f2_19310_11.svg
f2_19311	11	f2_19311_11.svg
f2_19312	11	f2_19312_11.svg
f2_19313	11	f2_19313_11.svg
f2_19315	11	f2_19315_11.svg
f2_19316	11	f2_19316_11.svg
f2_19317	11	f2_19317_11.svg
f2_19318	11	f2_19318_11.svg
f2_19319	11	f2_19319_11.svg
f2_686	5	f2_686_5.svg
f2_695	5	f2_695_5.svg
f2_15278	10	f2_15278_10.svg
